bank,customer_id,TrueEntityID,entity_type,in_both_banks,records_for_entity
Totara Mutual,00404576,TRUE-0353,Individual,N,2
Totara Mutual,00403461,TRUE-0354,Individual,N,1
Totara Mutual,00403480,TRUE-0355,Individual,N,1
Totara Mutual,00403504,TRUE-0356,Individual,N,1
Totara Mutual,00403511,TRUE-0357,Individual,N,1
Totara Mutual,00403541,TRUE-0358,Individual,N,1
Totara Mutual,00403547,TRUE-0359,Individual,N,1
Totara Mutual,00403548,TRUE-0360,Individual,N,1
Totara Mutual,00403550,TRUE-0361,Individual,N,1
Totara Mutual,00403576,TRUE-0362,Individual,N,1
Totara Mutual,00403593,TRUE-0363,Individual,N,1
Totara Mutual,00403611,TRUE-0364,Individual,N,1
Totara Mutual,00403632,TRUE-0365,Individual,N,1
Totara Mutual,00403639,TRUE-0366,Individual,N,1
Totara Mutual,00403666,TRUE-0367,Individual,N,1
Totara Mutual,00403693,TRUE-0368,Individual,N,1
Totara Mutual,00403712,TRUE-0369,Individual,N,1
Totara Mutual,00403731,TRUE-0370,Individual,N,1
Totara Mutual,00403753,TRUE-0371,Individual,N,1
Totara Mutual,00403768,TRUE-0372,Individual,N,1
Totara Mutual,00403769,TRUE-0373,Individual,N,1
Totara Mutual,00403796,TRUE-0374,Individual,N,1
Totara Mutual,00403803,TRUE-0375,Individual,N,1
Totara Mutual,00403833,TRUE-0376,Individual,N,1
Totara Mutual,00403834,TRUE-0377,Individual,N,1
Totara Mutual,00403846,TRUE-0378,Individual,N,1
Totara Mutual,00403853,TRUE-0379,Individual,N,1
Totara Mutual,00403868,TRUE-0380,Individual,N,1
Harbourside Bank,HB-11151,TRUE-0381,Business,N,1
Harbourside Bank,HB-11160,TRUE-0382,Business,N,1
Harbourside Bank,HB-11163,TRUE-0383,Business,N,1
Harbourside Bank,HB-11170,TRUE-0384,Business,N,1
Harbourside Bank,HB-11172,TRUE-0385,Business,N,1
Harbourside Bank,HB-11179,TRUE-0386,Business,N,1
Harbourside Bank,HB-11184,TRUE-0387,Business,N,1
Harbourside Bank,HB-11190,TRUE-0388,Business,N,1
Harbourside Bank,HB-11195,TRUE-0389,Business,N,1
Harbourside Bank,HB-11197,TRUE-0390,Business,N,1
Harbourside Bank,HB-11199,TRUE-0391,Business,N,1
Harbourside Bank,HB-11207,TRUE-0392,Business,N,1
Harbourside Bank,HB-11216,TRUE-0393,Business,N,1
Harbourside Bank,HB-11225,TRUE-0394,Business,N,1
Harbourside Bank,HB-11226,TRUE-0395,Business,N,1
Harbourside Bank,HB-11232,TRUE-0396,Business,N,1
Harbourside Bank,HB-11233,TRUE-0397,Business,N,1
Harbourside Bank,HB-11241,TRUE-0398,Business,N,1
Harbourside Bank,HB-11243,TRUE-0399,Business,N,1
Harbourside Bank,HB-11250,TRUE-0400,Business,N,1
Harbourside Bank,HB-11259,TRUE-0401,Business,N,1
Harbourside Bank,HB-11261,TRUE-0402,Business,N,1
Harbourside Bank,HB-11268,TRUE-0403,Business,Y,2
Totara Mutual,00403993,TRUE-0403,Business,Y,2
Harbourside Bank,HB-11275,TRUE-0404,Business,Y,2
Totara Mutual,00403999,TRUE-0404,Business,Y,2
Harbourside Bank,HB-11283,TRUE-0405,Business,Y,2
Totara Mutual,00404014,TRUE-0405,Business,Y,2
Harbourside Bank,HB-11284,TRUE-0406,Business,Y,2
Totara Mutual,00404040,TRUE-0406,Business,Y,2
Harbourside Bank,HB-11289,TRUE-0407,Business,Y,2
Totara Mutual,00404055,TRUE-0407,Business,Y,2
Harbourside Bank,HB-11297,TRUE-0408,Business,Y,2
Totara Mutual,00404063,TRUE-0408,Business,Y,2
Harbourside Bank,HB-11306,TRUE-0409,Business,Y,2
Totara Mutual,00404083,TRUE-0409,Business,Y,2
Harbourside Bank,HB-11311,TRUE-0410,Business,Y,2
Totara Mutual,00404111,TRUE-0410,Business,Y,2
Harbourside Bank,HB-11312,TRUE-0411,Business,Y,2
Totara Mutual,00404116,TRUE-0411,Business,Y,2
Harbourside Bank,HB-11314,TRUE-0412,Business,Y,2
Totara Mutual,00404122,TRUE-0412,Business,Y,2
Harbourside Bank,HB-11315,TRUE-0413,Business,Y,2
Totara Mutual,00404139,TRUE-0413,Business,Y,2
Harbourside Bank,HB-11322,TRUE-0414,Business,Y,2
Totara Mutual,00404168,TRUE-0414,Business,Y,2
Harbourside Bank,HB-11326,TRUE-0415,Business,Y,2
Totara Mutual,00404180,TRUE-0415,Business,Y,2
Harbourside Bank,HB-11334,TRUE-0416,Business,Y,2
Totara Mutual,00404189,TRUE-0416,Business,Y,2
Harbourside Bank,HB-11335,TRUE-0417,Business,Y,2
Totara Mutual,00404197,TRUE-0417,Business,Y,2
Harbourside Bank,HB-11339,TRUE-0418,Business,Y,2
Totara Mutual,00404206,TRUE-0418,Business,Y,2
Harbourside Bank,HB-11341,TRUE-0419,Business,Y,2
Totara Mutual,00404209,TRUE-0419,Business,Y,2
Harbourside Bank,HB-11343,TRUE-0420,Business,Y,2
Totara Mutual,00404214,TRUE-0420,Business,Y,2
Totara Mutual,00404230,TRUE-0421,Business,N,1
Totara Mutual,00404236,TRUE-0422,Business,N,1
Totara Mutual,00404259,TRUE-0423,Business,N,1
Totara Mutual,00404286,TRUE-0424,Business,N,1
Totara Mutual,00404302,TRUE-0425,Business,N,1
Totara Mutual,00404316,TRUE-0426,Business,N,1
Totara Mutual,00404339,TRUE-0427,Business,N,1
Totara Mutual,00404355,TRUE-0428,Business,N,1
Totara Mutual,00404358,TRUE-0429,Business,N,1
Totara Mutual,00404384,TRUE-0430,Business,N,1
Totara Mutual,00404396,TRUE-0431,Business,N,1
Totara Mutual,00404409,TRUE-0432,Business,N,1
Totara Mutual,00404418,TRUE-0433,Business,N,1
Totara Mutual,00404421,TRUE-0434,Business,N,1
Totara Mutual,00404433,TRUE-0435,Business,N,1
Totara Mutual,00404452,TRUE-0436,Business,N,1
Totara Mutual,00404469,TRUE-0437,Business,N,1
Totara Mutual,00404497,TRUE-0438,Business,N,1
Totara Mutual,00404517,TRUE-0439,Business,N,1
Totara Mutual,00404532,TRUE-0440,Business,N,1
Harbourside Bank,HB-11130,TRUE-0441,Individual,N,1
Harbourside Bank,HB-11131,TRUE-0442,Individual,N,1
Harbourside Bank,HB-11134,TRUE-0443,Individual,N,1
Harbourside Bank,HB-11137,TRUE-0444,Individual,N,1
Harbourside Bank,HB-11145,TRUE-0445,Individual,N,1
Harbourside Bank,HB-11150,TRUE-0446,Individual,N,1
Totara Mutual,00403884,TRUE-0447,Individual,N,1
Totara Mutual,00403903,TRUE-0448,Individual,N,1
Totara Mutual,00403929,TRUE-0449,Individual,N,1
Totara Mutual,00403931,TRUE-0450,Individual,N,1
Totara Mutual,00403958,TRUE-0451,Individual,N,1
Totara Mutual,00403974,TRUE-0452,Individual,N,1
