record_id,bank,customer_id,entity_type,cluster_id
T:00403281,T,00403281,PERSON,T:00403281
T:00403289,T,00403289,PERSON,T:00403289
T:00403319,T,00403319,PERSON,T:00403319
T:00403347,T,00403347,PERSON,T:00403347
T:00403361,T,00403361,PERSON,T:00403361
T:00403378,T,00403378,PERSON,T:00403378
T:00403379,T,00403379,PERSON,T:00403379
T:00403391,T,00403391,PERSON,T:00403391
T:00403421,T,00403421,PERSON,T:00403421
T:00403428,T,00403428,PERSON,T:00403428
T:00403447,T,00403447,PERSON,T:00403447
T:00404576,T,00404576,PERSON,T:00403447
T:00403461,T,00403461,PERSON,T:00403461
T:00403480,T,00403480,PERSON,T:00403480
T:00403504,T,00403504,PERSON,T:00403504
T:00403511,T,00403511,PERSON,T:00403511
T:00403541,T,00403541,PERSON,T:00403541
T:00403547,T,00403547,PERSON,T:00403547
T:00403548,T,00403548,PERSON,T:00403548
T:00403550,T,00403550,PERSON,T:00403550
T:00403576,T,00403576,PERSON,T:00403576
T:00403593,T,00403593,PERSON,T:00403593
T:00403611,T,00403611,PERSON,T:00403611
T:00403632,T,00403632,PERSON,T:00403632
T:00403639,T,00403639,PERSON,T:00403639
T:00403666,T,00403666,PERSON,T:00403666
T:00403693,T,00403693,PERSON,T:00403693
T:00403712,T,00403712,PERSON,T:00403712
T:00403731,T,00403731,PERSON,T:00403731
T:00403753,T,00403753,PERSON,T:00403753
T:00403768,T,00403768,PERSON,T:00403768
T:00403769,T,00403769,PERSON,T:00403769
T:00403796,T,00403796,PERSON,T:00403796
T:00403803,T,00403803,PERSON,T:00403803
T:00403833,T,00403833,PERSON,T:00403833
T:00403834,T,00403834,PERSON,T:00403834
T:00403846,T,00403846,PERSON,T:00403846
T:00403853,T,00403853,PERSON,T:00403853
T:00403868,T,00403868,PERSON,T:00403868
T:00403884,T,00403884,PERSON,T:00403884
T:00403903,T,00403903,PERSON,T:00403903
T:00403929,T,00403929,PERSON,T:00403929
T:00403931,T,00403931,PERSON,T:00403931
T:00403958,T,00403958,PERSON,T:00403958
T:00403974,T,00403974,PERSON,T:00403974
T:00404230,T,00404230,BUSINESS,T:00404230
T:00404236,T,00404236,BUSINESS,T:00404236
T:00404259,T,00404259,BUSINESS,T:00404259
T:00404286,T,00404286,BUSINESS,T:00404286
T:00404302,T,00404302,BUSINESS,T:00404302
T:00404316,T,00404316,BUSINESS,T:00404316
T:00404339,T,00404339,BUSINESS,T:00404339
T:00404355,T,00404355,BUSINESS,T:00404355
T:00404358,T,00404358,BUSINESS,T:00404358
T:00404384,T,00404384,BUSINESS,T:00404384
T:00404396,T,00404396,BUSINESS,T:00404396
T:00404409,T,00404409,BUSINESS,T:00404409
T:00404418,T,00404418,BUSINESS,T:00404418
T:00404421,T,00404421,BUSINESS,T:00404421
T:00404433,T,00404433,BUSINESS,T:00404433
T:00404452,T,00404452,BUSINESS,T:00404452
T:00404469,T,00404469,BUSINESS,T:00404469
T:00404497,T,00404497,BUSINESS,T:00404497
T:00404517,T,00404517,BUSINESS,T:00404517
T:00404532,T,00404532,BUSINESS,T:00404532
